loan_id,cust_id,loan_purpose,loan_type,sanction_amount,loan_amount,processing_fee,gst,net_disbursement,loan_tenure_months,principal_outstanding,bank_balance_at_application,disbursal_date,installment_start_dt,default
L25184,C25184,Auto,Secured,10000000,8338000,166760.0,1500840,6670400,31,5000000,4589969,2022-01-28,2022-02-23,False
L25185,C25185,Personal,Unsecured,3057000,2816000,56320.0,506880,2252800,11,2027519,1597924,2022-01-28,2022-02-21,False
L25186,C25186,Education,Secured,3806000,3429000,68580.0,617220,2743200,39,1672023,1089234,2022-01-28,2022-02-17,False
L25187,C25187,Education,Secured,17285000,13158000,263160.0,2368440,10526400,13,5000000,2083369,2022-01-28,2022-02-19,False
L25188,C25188,Personal,Unsecured,608000,542000,10840.0,97560,433600,18,390239,362097,2022-01-28,2022-02-02,False
L25189,C25189,Personal,Unsecured,131000,113000,2260.0,20340,90400,6,81359,44561,2022-01-29,2022-02-18,False
L25190,C25190,Home,Secured,7858000,7053000,141060.0,1269540,5642400,37,1392613,1042113,2022-01-29,2022-02-05,False
L25191,C25191,Auto,Secured,5316000,5240000,104800.0,943200,4192000,27,1918775,1257059,2022-01-29,2022-02-14,False
L25192,C25192,Home,Secured,813000,727000,14540.0,130860,581600,27,140056,72914,2022-01-29,2022-02-03,False
L25193,C25193,Education,Secured,5050000,4091000,81820.0,736380,3272800,37,1682550,1318740,2022-01-29,2022-02-11,False
L25194,C25194,Personal,Unsecured,705000,627000,12540.0,112860,501600,15,451439,355901,2022-01-29,2022-02-14,True
L25195,C25195,Personal,Unsecured,323000,227000,4540.0,40860,181600,20,163439,91562,2022-01-29,2022-02-18,False
L25196,C25196,Home,Secured,32237000,30911000,618220.0,5563980,24728800,35,5000000,2719166,2022-01-29,2022-02-20,False
L25197,C25197,Auto,Secured,5461000,4339000,86780.0,781020,3471200,21,2430328,1279473,2022-01-29,2022-02-05,False
L25198,C25198,Personal,Unsecured,447000,411000,8220.0,73980,328800,16,277444,232260,2022-01-29,2022-02-27,False
L25199,C25199,Personal,Unsecured,5000000,4707000,94140.0,847260,3765600,6,3389039,5142440,2022-01-29,2022-02-09,False
L25200,C25200,Home,Secured,1767000,1637000,32740.0,294660,1309600,47,295587,162271,2022-01-29,2022-02-15,True
L25201,C25201,Home,Secured,9148000,9112000,182240.0,1640160,7289600,38,1419439,1008588,2022-01-29,2022-02-19,False
L25202,C25202,Home,Secured,6230000,5274000,105480.0,949320,4219200,34,696029,693419,2022-01-29,2022-02-07,True
L25203,C25203,Auto,Secured,260000,203000,4060.0,36540,162400,34,110034,83316,2022-01-29,2022-02-26,False
L25204,C25204,Home,Secured,5473000,4561000,91220.0,820980,3648800,33,901149,345312,2022-01-29,2022-02-11,False
L25205,C25205,Education,Secured,12619000,9240000,184800.0,1663200,7392000,33,4817620,3649590,2022-01-29,2022-02-05,False
L25206,C25206,Auto,Secured,1051000,824000,16480.0,148320,659200,31,434794,279903,2022-01-29,2022-02-13,False
L25207,C25207,Education,Secured,1154000,976000,19520.0,175680,780800,44,394869,261029,2022-01-29,2022-02-23,False
L25208,C25208,Auto,Secured,2087000,2043000,40860.0,367740,1634400,19,893343,834475,2022-01-29,2022-01-31,False
L25209,C25209,Auto,Secured,1944000,1733000,34660.0,311940,1386400,15,674049,593582,2022-01-29,2022-02-11,False
L25210,C25210,Personal,Unsecured,1054000,935000,18700.0,168300,748000,22,673199,375424,2022-01-29,2022-02-28,False
L25211,C25211,Personal,Unsecured,840000,670000,13400.0,120600,536000,16,482399,371874,2022-01-29,2022-01-30,False
L25212,C25212,Personal,Unsecured,206000,173000,3460.0,31140,138400,8,93273,64015,2022-01-29,2022-02-09,False
L25213,C25213,Education,Secured,909000,803000,16060.0,144540,642400,38,270750,186485,2022-01-29,2022-02-04,False
L25214,C25214,Personal,Unsecured,1174000,1139000,22780.0,205020,911200,20,519503,408284,2022-01-29,2022-02-23,False
L25215,C25215,Home,Secured,710000,546000,10920.0,98280,436800,25,188838,66834,2022-01-29,2022-02-23,False
L25216,C25216,Education,Secured,4805000,3396000,67920.0,611280,2716800,27,1952470,749074,2022-01-30,2022-02-23,False
L25217,C25217,Personal,Unsecured,688000,606000,12120.0,109080,484800,8,436319,360738,2022-01-30,2022-02-12,False
L25218,C25218,Personal,Unsecured,4147000,3072000,61440.0,552960,2457600,13,1900720,1536521,2022-01-30,2022-02-19,False
L25219,C25219,Personal,Unsecured,2328000,1817000,36340.0,327060,1453600,16,1308239,1384178,2022-01-30,2022-02-18,False
L25220,C25220,Personal,Unsecured,844000,624000,12480.0,112320,499200,15,449279,244490,2022-01-30,2022-02-03,False
L25221,C25221,Personal,Unsecured,2388000,1903000,38060.0,342540,1522400,21,1138644,685783,2022-01-30,2022-02-03,False
L25222,C25222,Education,Secured,1863000,1637000,32740.0,294660,1309600,28,714582,587379,2022-01-30,2022-02-10,True
L25223,C25223,Education,Secured,636000,486000,9720.0,87480,388800,35,349919,187974,2022-01-30,2022-02-08,False
L25224,C25224,Education,Secured,3429000,3170000,63400.0,570600,2536000,34,1660639,1140089,2022-01-30,2022-02-24,False
L25225,C25225,Home,Secured,10694000,9373000,187460.0,1687140,7498400,47,1143772,1269064,2022-01-30,2022-02-05,False
L25226,C25226,Home,Secured,5915000,4227000,84540.0,760860,3381600,42,1180908,429615,2022-01-30,2022-02-14,False
L25227,C25227,Auto,Secured,2901000,2878000,57560.0,518040,2302400,20,1517217,1119181,2022-01-30,2022-02-22,False
L25228,C25228,Personal,Unsecured,1647000,1635000,32700.0,294300,1308000,8,759327,422347,2022-01-30,2022-02-23,False
L25229,C25229,Auto,Secured,306000,240000,4800.0,43200,192000,25,101357,88756,2022-01-30,2022-03-01,False
L25230,C25230,Personal,Unsecured,1825000,1373000,27460.0,247140,1098400,22,734765,432821,2022-01-30,2022-02-12,False
L25231,C25231,Personal,Unsecured,2356000,1974000,39480.0,355320,1579200,13,1421279,1897541,2022-01-30,2022-02-01,False
L25232,C25232,Home,Secured,2110000,2100000,42000.0,378000,1680000,41,325803,215943,2022-01-30,2022-02-27,False
L25233,C25233,Home,Secured,5770000,4991000,99820.0,898380,3992800,35,748360,737006,2022-01-30,2022-02-17,False
L25234,C25234,Education,Secured,1199000,986000,19720.0,177480,788800,43,322159,252962,2022-01-30,2022-02-08,True
L25235,C25235,Home,Secured,7083000,6015000,120300.0,1082700,4812000,42,1044638,679644,2022-01-30,2022-02-08,False
L25236,C25236,Personal,Unsecured,2749000,2039000,40780.0,367020,1631200,6,1468079,1223669,2022-01-30,2022-02-12,False
L25237,C25237,Auto,Secured,2060000,1837000,36740.0,330660,1469600,12,894585,536935,2022-01-30,2022-02-18,False
L25238,C25238,Home,Secured,1104000,1018000,20360.0,183240,814400,33,325371,118443,2022-01-30,2022-02-15,False
L25239,C25239,Education,Secured,5086000,3910000,78200.0,703800,3128000,35,1406605,1301025,2022-01-30,2022-02-13,False
L25240,C25240,Education,Secured,244000,190000,3800.0,34200,152000,49,110275,43347,2022-01-30,2022-02-05,False
L25241,C25241,Home,Secured,4863000,4585000,91700.0,825300,3668000,44,973796,636132,2022-01-30,2022-02-12,False
L25242,C25242,Auto,Secured,10000000,8191000,163820.0,1474380,6552800,23,5000000,3582335,2022-01-30,2022-02-17,False
L25243,C25243,Home,Secured,7098000,6643000,132860.0,1195740,5314400,24,1324481,1004042,2022-01-31,2022-02-19,True
L25244,C25244,Personal,Unsecured,1124000,1060000,21200.0,190800,848000,13,763199,633259,2022-01-31,2022-02-11,False
L25245,C25245,Personal,Unsecured,712000,543000,10860.0,97740,434400,16,390959,234166,2022-01-31,2022-02-09,False
L25246,C25246,Auto,Secured,2064000,1922000,38440.0,345960,1537600,29,691599,519388,2022-01-31,2022-02-26,False
L25247,C25247,Auto,Secured,1447000,1351000,27020.0,243180,1080800,32,643864,351884,2022-01-31,2022-02-21,False
L25248,C25248,Personal,Unsecured,1277000,1269000,25380.0,228420,1015200,10,913679,505801,2022-01-31,2022-02-13,False
L25249,C25249,Auto,Secured,1033000,867000,17340.0,156060,693600,22,480794,299394,2022-01-31,2022-02-16,False
L25250,C25250,Personal,Unsecured,5000000,4286000,85720.0,771480,3428800,6,3085919,2486537,2022-01-31,2022-02-01,False
L25251,C25251,Personal,Unsecured,1324000,1110000,22200.0,199800,888000,13,799199,750809,2022-01-31,2022-02-13,False
L25252,C25252,Personal,Unsecured,2252000,2093000,41860.0,376740,1674400,16,1506959,1665473,2022-01-31,2022-02-19,False
L25253,C25253,Home,Secured,3484000,2840000,56800.0,511200,2272000,43,466306,333311,2022-01-31,2022-02-26,True
L25254,C25254,Home,Secured,4274000,4239000,84780.0,763020,3391200,38,841679,614635,2022-01-31,2022-03-01,False
L25255,C25255,Home,Secured,1795000,1447000,28940.0,260460,1157600,36,372462,177357,2022-01-31,2022-02-24,False
L25256,C25256,Personal,Unsecured,1106000,930000,18600.0,167400,744000,12,669599,648225,2022-01-31,2022-02-06,False
L25257,C25257,Home,Secured,2168000,1992000,39840.0,358560,1593600,44,215448,129253,2022-01-31,2022-03-02,True
L25258,C25258,Home,Secured,4147000,3577000,71540.0,643860,2861600,41,717104,464578,2022-01-31,2022-02-24,False
L25259,C25259,Home,Secured,5515000,4476000,89520.0,805680,3580800,34,979049,660765,2022-01-31,2022-02-19,False
L25260,C25260,Home,Secured,3123000,2440000,48800.0,439200,1952000,30,740973,484474,2022-01-31,2022-02-02,False
L25261,C25261,Home,Secured,1676000,1615000,32300.0,290700,1292000,32,171686,167726,2022-01-31,2022-02-08,False
L25262,C25262,Home,Secured,6716000,6561000,131220.0,1180980,5248800,44,1576429,688624,2022-01-31,2022-02-27,False
L25263,C25263,Personal,Unsecured,1500000,1248000,24960.0,224640,998400,15,898559,634608,2022-01-31,2022-02-18,False
L25264,C25264,Personal,Unsecured,665000,548000,10960.0,98640,438400,17,310665,265743,2022-01-31,2022-02-16,True
L25265,C25265,Education,Secured,3568000,3519000,70380.0,633420,2815200,41,1311644,1236318,2022-01-31,2022-02-28,False
L25266,C25266,Personal,Unsecured,2569000,2075000,41500.0,373500,1660000,11,1493999,1082063,2022-01-31,2022-02-13,False
L25267,C25267,Home,Secured,3599000,3023000,60460.0,544140,2418400,41,625626,328692,2022-01-31,2022-02-07,False
L25268,C25268,Personal,Unsecured,2575000,2499000,49980.0,449820,1999200,9,1401314,939726,2022-01-31,2022-02-23,False
L25269,C25269,Personal,Unsecured,2147000,1648000,32960.0,296640,1318400,23,1186559,989562,2022-01-31,2022-02-17,False
L25270,C25270,Auto,Secured,1142000,1063000,21260.0,191340,850400,35,445190,309426,2022-01-31,2022-02-01,False
L25271,C25271,Home,Secured,8803000,7560000,151200.0,1360800,6048000,30,1174791,522739,2022-02-01,2022-02-05,False
L25272,C25272,Home,Secured,11111000,7861000,157220.0,1414980,6288800,29,2088032,1565611,2022-02-01,2022-02-05,False
L25273,C25273,Home,Secured,1451000,1293000,25860.0,232740,1034400,45,320634,221825,2022-02-01,2022-02-10,False
L25274,C25274,Education,Secured,690000,624000,12480.0,112320,499200,16,292680,228723,2022-02-01,2022-02-24,True
L25275,C25275,Personal,Unsecured,837000,722000,14440.0,129960,577600,11,519839,441030,2022-02-01,2022-02-18,False
L25276,C25276,Auto,Secured,9717000,8344000,166880.0,1501920,6675200,21,3965110,2280467,2022-02-01,2022-02-16,False
L25277,C25277,Personal,Unsecured,634000,466000,9320.0,83880,372800,10,335519,361344,2022-02-01,2022-02-06,False
L25278,C25278,Home,Secured,10333000,10056000,201120.0,1810080,8044800,47,2990272,1056891,2022-02-01,2022-02-02,True
L25279,C25279,Auto,Secured,493000,443000,8860.0,79740,354400,30,203146,134427,2022-02-01,2022-02-18,False
L25280,C25280,Auto,Secured,3491000,3239000,64780.0,583020,2591200,28,1804138,1575396,2022-02-01,2022-02-11,False
L25281,C25281,Education,Secured,4271000,3452000,69040.0,621360,2761600,18,1512354,923545,2022-02-01,2022-02-03,False
L25282,C25282,Home,Secured,18897000,14087000,281740.0,2535660,11269600,39,2224510,2460010,2022-02-01,2022-02-10,False
L25283,C25283,Auto,Secured,2596000,2085000,41700.0,375300,1668000,19,1198662,740685,2022-02-01,2022-02-26,False
L25284,C25284,Personal,Unsecured,1226000,942000,18840.0,169560,753600,16,678239,464455,2022-02-01,2022-02-04,False
L25285,C25285,Personal,Unsecured,2130000,1948000,38960.0,350640,1558400,6,1228851,479350,2022-02-01,2022-02-20,False
L25286,C25286,Auto,Secured,10000000,7794000,155880.0,1402920,6235200,20,5000000,4776354,2022-02-01,2022-02-21,False
L25287,C25287,Personal,Unsecured,630000,626000,12520.0,112680,500800,8,407665,199427,2022-02-01,2022-03-01,False
L25288,C25288,Personal,Unsecured,418000,415000,8300.0,74700,332000,13,279133,140006,2022-02-01,2022-02-24,False
L25289,C25289,Personal,Unsecured,1053000,834000,16680.0,150120,667200,22,600479,534652,2022-02-01,2022-03-03,False
L25290,C25290,Education,Secured,4159000,4003000,80060.0,720540,3202400,14,1209946,882980,2022-02-01,2022-02-05,False
L25291,C25291,Home,Secured,1757000,1568000,31360.0,282240,1254400,27,276217,220555,2022-02-01,2022-02-24,False
L25292,C25292,Auto,Secured,1804000,1538000,30760.0,276840,1230400,21,657787,524493,2022-02-01,2022-02-25,False
L25293,C25293,Home,Secured,17235000,17041000,340820.0,3067380,13632800,38,2308340,2106834,2022-02-01,2022-02-04,False
L25294,C25294,Personal,Unsecured,5000000,3963000,79260.0,713340,3170400,9,2853359,4717435,2022-02-01,2022-02-09,False
L25295,C25295,Home,Secured,5843000,5354000,107080.0,963720,4283200,48,853455,557398,2022-02-01,2022-02-04,False
L25296,C25296,Personal,Unsecured,993000,699000,13980.0,125820,559200,19,503279,523812,2022-02-01,2022-03-01,False
L25297,C25297,Home,Secured,582000,555000,11100.0,99900,444000,39,125845,70165,2022-02-01,2022-02-14,False
L25298,C25298,Personal,Unsecured,5000000,3780000,75600.0,680400,3024000,12,2721599,4223021,2022-02-02,2022-02-03,False
L25299,C25299,Home,Secured,7137000,5577000,111540.0,1003860,4461600,33,1239680,573420,2022-02-02,2022-02-14,False
L25300,C25300,Personal,Unsecured,5000000,4647000,92940.0,836460,3717600,23,3345839,3920522,2022-02-02,2022-02-12,False
L25301,C25301,Home,Secured,11819000,11141000,222820.0,2005380,8912800,33,1448084,1237042,2022-02-02,2022-02-10,False
L25302,C25302,Home,Secured,5475000,5227000,104540.0,940860,4181600,26,1501161,710165,2022-02-02,2022-02-19,True
L25303,C25303,Home,Secured,4242000,3359000,67180.0,604620,2687200,31,582826,404545,2022-02-02,2022-02-10,True
L25304,C25304,Personal,Unsecured,3076000,2251000,45020.0,405180,1800800,17,1620719,1214457,2022-02-02,2022-02-06,False
L25305,C25305,Home,Secured,5392000,4381000,87620.0,788580,3504800,28,623808,365207,2022-02-02,2022-03-02,False
L25306,C25306,Home,Secured,4503000,3383000,67660.0,608940,2706400,46,573571,563709,2022-02-02,2022-02-16,False
L25307,C25307,Personal,Unsecured,2612000,2127000,42540.0,382860,1701600,11,1531439,1143821,2022-02-02,2022-02-21,False
L25308,C25308,Auto,Secured,10000000,9869000,197380.0,1776420,7895200,23,5000000,4724995,2022-02-02,2022-03-04,False
L25309,C25309,Education,Secured,4637000,4314000,86280.0,776520,3451200,21,1992253,767843,2022-02-02,2022-02-06,False
L25310,C25310,Education,Secured,303000,242000,4840.0,43560,193600,33,83379,73153,2022-02-02,2022-02-17,False
L25311,C25311,Home,Secured,1833000,1660000,33200.0,298800,1328000,48,311433,135711,2022-02-02,2022-02-26,False
L25312,C25312,Personal,Unsecured,2318000,2052000,41040.0,369360,1641600,9,1477439,694090,2022-02-02,2022-02-18,False
L25313,C25313,Auto,Secured,561000,415000,8300.0,74700,332000,32,234265,215034,2022-02-02,2022-02-14,True
L25314,C25314,Personal,Unsecured,1826000,1560000,31200.0,280800,1248000,20,945274,775347,2022-02-02,2022-02-17,False
L25315,C25315,Education,Secured,5875000,4286000,85720.0,771480,3428800,59,2701887,1949812,2022-02-02,2022-02-28,False
L25316,C25316,Home,Secured,2108000,1579000,31580.0,284220,1263200,28,212536,116692,2022-02-02,2022-02-12,False
L25317,C25317,Personal,Unsecured,1028000,946000,18920.0,170280,756800,19,680761,419922,2022-02-02,2022-02-14,False
L25318,C25318,Auto,Secured,543000,459000,9180.0,82620,367200,27,266730,138517,2022-02-02,2022-02-21,False
L25319,C25319,Personal,Unsecured,2272000,1957000,39140.0,352260,1565600,16,1409039,860255,2022-02-02,2022-02-08,False
L25320,C25320,Auto,Secured,1584000,1484000,29680.0,267120,1187200,31,615280,314390,2022-02-02,2022-02-04,False
L25321,C25321,Home,Secured,19001000,18502000,370040.0,3330360,14801600,29,3071216,2720802,2022-02-02,2022-02-27,False
L25322,C25322,Auto,Secured,1185000,853000,17060.0,153540,682400,16,353417,184889,2022-02-02,2022-02-13,False
L25323,C25323,Personal,Unsecured,1422000,1381000,27620.0,248580,1104800,10,994319,687033,2022-02-02,2022-02-18,False
L25324,C25324,Personal,Unsecured,5000000,3567000,71340.0,642060,2853600,14,2568239,3419273,2022-02-02,2022-02-28,False
L25325,C25325,Personaal,Unsecured,2419000,1743000,34860.0,313740,1394400,22,1254959,946804,2022-02-03,2022-02-09,False
L25326,C25326,Home,Secured,9527000,7981000,159620.0,1436580,6384800,35,1118926,1077233,2022-02-03,2022-02-21,True
L25327,C25327,Auto,Secured,4965000,3870000,77400.0,696600,3096000,28,1600397,952421,2022-02-03,2022-02-23,False
L25328,C25328,Auto,Secured,6913000,5484000,109680.0,987120,4387200,13,3568074,2917345,2022-02-03,2022-02-14,False
L25329,C25329,Education,Secured,431000,378000,7560.0,68040,302400,17,120417,77204,2022-02-03,2022-02-08,False
L25330,C25330,Personal,Unsecured,2428000,2248000,44960.0,404640,1798400,20,1481566,1184681,2022-02-03,2022-02-27,False
L25331,C25331,Personal,Unsecured,1700000,1622000,32440.0,291960,1297600,11,1167839,872064,2022-02-03,2022-02-25,False
L25332,C25332,Home,Secured,12423000,9423000,188460.0,1696140,7538400,25,2425728,1799366,2022-02-03,2022-02-07,False
L25333,C25333,Home,Secured,9483000,8368000,167360.0,1506240,6694400,31,1780804,1428579,2022-02-03,2022-02-11,True
L25334,C25334,Personal,Unsecured,3987000,3515000,70300.0,632700,2812000,17,2530799,1486259,2022-02-03,2022-02-21,False
L25335,C25335,Home,Secured,1483000,1055000,21100.0,189900,844000,44,300063,165007,2022-02-03,2022-02-17,False
L25336,C25336,Personal,Unsecured,952000,829000,16580.0,149220,663200,23,596879,409734,2022-02-03,2022-02-24,False
L25337,C25337,Personal,Unsecured,2546000,2450000,49000.0,441000,1960000,9,1763999,1243630,2022-02-03,2022-02-06,False
L25338,C25338,Home,Secured,1187000,1101000,22020.0,198180,880800,44,187070,77121,2022-02-03,2022-02-23,False
L25339,C25339,Personal,Unsecured,751000,691000,13820.0,124380,552800,9,497519,422228,2022-02-03,2022-02-07,False
L25340,C25340,Personal,Unsecured,1680000,1534000,30680.0,276120,1227200,20,1104479,946473,2022-02-03,2022-02-23,False
L25341,C25341,Education,Secured,1698000,1527000,30540.0,274860,1221600,56,530299,359938,2022-02-03,2022-02-25,False
L25342,C25342,Personal,Unsecured,2630000,2246000,44920.0,404280,1796800,22,1617119,1393432,2022-02-03,2022-02-17,False
L25343,C25343,Home,Secured,2966000,2541000,50820.0,457380,2032800,24,441910,264084,2022-02-03,2022-02-14,False
L25344,C25344,Auto,Secured,630000,586000,11720.0,105480,468800,19,347158,169724,2022-02-03,2022-02-08,False
L25345,C25345,Education,Secured,3365000,2557000,51140.0,460260,2045600,25,1655798,937093,2022-02-03,2022-02-06,False
L25346,C25346,Personal,Unsecured,1304000,1108000,22160.0,199440,886400,13,797759,628834,2022-02-03,2022-02-17,False
L25347,C25347,Home,Secured,3706000,3452000,69040.0,621360,2761600,31,450462,440927,2022-02-03,2022-02-07,False
L25348,C25348,Home,Secured,2249000,2082000,41640.0,374760,1665600,46,330524,235894,2022-02-03,2022-03-03,False
